sample_idx,latency_us
2131,13.800
2132,13.900
2133,13.900
2134,13.900
2135,13.900
2136,13.900
2137,13.800
2138,14.000
2139,13.900
2140,13.800
2141,13.900
2142,13.900
2143,14.000
2144,13.900
2145,13.900
2146,13.900
2147,14.000
2148,13.900
2149,13.900
2150,13.900
2151,13.900
2152,14.000
2153,13.800
2154,13.900
2155,13.900
2156,13.900
2157,13.900
2158,13.900
2159,23.200
2160,14.000
2161,13.800
2162,13.900
2163,13.800
2164,13.800
2165,13.800
2166,13.900
2167,13.800
2168,13.900
2169,13.800
2170,13.800
2171,13.800
2172,13.900
2173,14.900
2174,13.800
2175,13.800
2176,13.900
2177,13.900
2178,13.800
2179,13.800
2180,13.900
2181,13.900
2182,13.800
2183,13.800
2184,13.800
2185,13.900
2186,13.900
2187,13.900
2188,13.900
2189,13.900
2190,13.900
2191,13.800
2192,13.800
2193,13.800
2194,13.800
2195,13.800
2196,13.900
2197,14.000
2198,14.000
2199,13.900
2200,13.900
2201,13.900
2202,13.800
2203,13.800
2204,13.800
2205,13.900
2206,13.800
2207,13.900
2208,13.800
2209,13.900
2210,13.800
2211,13.900
2212,13.800
2213,14.100
2214,13.800
2215,13.900
2216,13.800
2217,13.800
2218,13.900
2219,13.800
2220,13.900
2221,13.800
2222,13.800
2223,13.900
2224,13.800
2225,13.800
2226,13.900
2227,13.900
2228,13.800
2229,13.800
2230,13.900
2231,13.800
2232,13.900
2233,14.100
2234,14.800
2235,15.700
2236,14.400
2237,13.800
2238,13.900
2239,15.600
2240,13.800
2241,13.900
2242,13.900
2243,13.800
2244,13.800
2245,13.800
2246,13.800
2247,13.800
2248,13.800
2249,13.800
2250,13.800
2251,13.800
2252,13.800
2253,13.800
2254,13.900
2255,13.800
2256,13.900
2257,13.900
2258,13.800
2259,13.800
2260,13.900
2261,13.800
2262,13.900
2263,13.800
2264,13.800
2265,13.800
2266,13.900
2267,13.800
2268,13.800
2269,13.800
2270,13.800
2271,13.800
2272,13.800
2273,13.800
2274,13.800
2275,13.800
2276,13.800
2277,13.900
2278,13.800
2279,13.800
2280,13.800
2281,13.800
2282,13.800
2283,13.800
2284,13.800
2285,13.800
2286,13.800
2287,13.800
2288,13.800
2289,13.800
2290,13.800
2291,13.800
2292,13.800
2293,13.800
2294,13.800
2295,13.800
2296,13.800
2297,13.800
2298,13.800
2299,13.800
2300,13.800
2301,13.900
2302,13.700
2303,22.500
2304,14.000
2305,13.800
2306,13.900
2307,13.800
2308,13.800
2309,13.900
2310,13.800
2311,13.800
2312,13.900
2313,13.900
2314,13.900
2315,13.800
2316,13.900
2317,13.900
2318,13.900
2319,13.800
2320,13.800
2321,13.800
2322,13.800
2323,13.800
2324,13.900
2325,13.800
2326,13.800
2327,13.800
2328,13.900
2329,13.800
2330,13.800
2331,13.800
2332,13.900
2333,13.800
2334,13.900
2335,13.800
2336,13.800
2337,13.900
2338,13.800
2339,13.800
2340,13.800
2341,13.900
2342,13.800
2343,13.800
2344,13.800
2345,13.900
2346,13.800
2347,13.800
2348,13.900
2349,25.800
2350,13.900
2351,13.800
2352,13.800
2353,13.900
2354,13.800
2355,13.800
2356,13.800
2357,13.900
2358,13.800
2359,13.900
2360,13.800
2361,13.800
2362,13.900
2363,13.800
2364,13.800
2365,14.000
2366,13.800
2367,15.600
2368,13.800
2369,13.800
2370,13.900
2371,13.900
2372,13.800
2373,13.800
2374,13.800
2375,13.900
2376,13.800
2377,13.900
2378,13.800
2379,13.800
2380,13.900
2381,13.800
2382,13.900
2383,13.900
2384,14.000
2385,13.900
2386,13.800
2387,13.800
2388,13.900
2389,13.800
2390,13.900
2391,13.800
2392,13.900
2393,13.800
2394,13.800
2395,13.800
2396,13.800
2397,13.900
2398,13.800
2399,1323.400
2400,28.700
2401,14.000
2402,13.800
2403,13.900
2404,13.800
2405,13.900
2406,14.000
2407,13.800
2408,13.900
2409,13.800
2410,13.800
2411,14.000
2412,13.800
2413,13.800
2414,13.800
2415,14.000
2416,13.800
2417,13.800
2418,13.800
2419,77.900
2420,14.100
2421,14.100
2422,14.700
2423,15.600
2424,14.400
2425,13.800
2426,13.800
2427,13.800
2428,13.800
2429,13.900
2430,13.800
2431,13.800
2432,13.800
2433,13.800
2434,13.800
2435,13.800
2436,13.900
2437,13.800
2438,13.800
2439,13.800
2440,13.800
2441,13.800
2442,13.900
2443,13.800
2444,13.900
2445,14.100
2446,13.800
2447,13.800
2448,13.800
2449,13.800
2450,13.800
2451,13.800
2452,13.800
2453,13.900
2454,13.800
2455,13.700
2456,13.800
2457,13.900
2458,13.800
2459,13.800
2460,13.800
2461,18.600
2462,13.800
2463,13.800
2464,13.800
2465,13.800
2466,13.800
2467,13.800
2468,13.800
2469,13.800
2470,13.800
2471,13.800
2472,13.800
2473,79.300
2474,15.900
2475,13.900
2476,13.900
2477,13.800
2478,13.800
2479,13.800
2480,13.900
2481,13.800
2482,13.900
2483,13.800
2484,13.800
2485,13.900
2486,13.800
2487,13.800
2488,14.100
2489,13.900
2490,150.600
2491,49.500
2492,15.300
2493,13.900
2494,13.800
2495,142.600
2496,14.300
2497,13.900
2498,13.900
2499,13.800
2500,13.800
2501,13.800
2502,13.800
2503,13.800
2504,13.800
2505,13.800
2506,13.800
2507,13.800
2508,13.800
2509,84.800
2510,14.400
2511,13.800
2512,14.000
2513,14.000
2514,13.800
2515,13.800
2516,13.800
2517,13.900
2518,13.800
2519,13.800
2520,13.800
2521,13.800
2522,13.800
2523,13.800
2524,13.800
2525,13.800
2526,13.800
2527,13.800
2528,13.800
2529,13.800
2530,13.800
2531,13.800
2532,13.800
2533,13.800
2534,13.800
2535,13.800
2536,13.800
2537,13.800
2538,13.900
2539,13.800
2540,13.800
2541,13.900
2542,13.800
2543,13.900
2544,13.800
2545,13.800
2546,13.800
2547,13.900
2548,13.800
2549,14.000
2550,13.800
2551,13.800
2552,13.800
2553,13.800
2554,13.800
2555,13.800
2556,13.900
2557,13.800
2558,13.800
2559,13.800
2560,13.800
2561,13.800
2562,13.900
2563,13.900
2564,13.800
2565,13.900
2566,13.800
2567,13.800
2568,14.100
2569,13.800
2570,13.900
2571,13.800
2572,14.000
2573,14.000
2574,13.800
2575,13.800
2576,13.800
2577,13.800
2578,13.800
2579,13.800
2580,13.700
2581,13.800
2582,13.800
2583,13.800
2584,13.800
2585,13.900
2586,13.800
2587,13.800
2588,13.800
2589,13.800
2590,13.800
2591,13.800
2592,13.800
2593,13.800
2594,13.900
2595,13.800
2596,13.800
2597,13.800
2598,13.900
2599,13.800
2600,13.800
2601,13.800
2602,13.800
2603,13.900
2604,13.700
2605,13.900
2606,13.800
2607,13.800
2608,29.100
2609,13.900
2610,13.900
2611,13.800
2612,13.800
2613,13.900
2614,13.800
2615,13.800
2616,13.800
2617,13.900
2618,13.800
2619,13.800
2620,13.800
2621,13.900
2622,14.300
2623,26.700
2624,14.300
2625,13.800
2626,13.800
2627,13.900
2628,13.800
2629,13.800
2630,13.800
2631,13.900
2632,13.800
2633,13.800
2634,13.900
2635,13.800
2636,13.900
2637,13.800
2638,13.900
2639,13.900
2640,13.900
2641,13.800
2642,13.800
2643,13.800
2644,13.900
2645,13.800
2646,13.800
2647,13.900
2648,13.800
2649,13.800
2650,13.800
2651,13.800
2652,13.900
2653,13.900
2654,13.800
2655,13.800
2656,13.800
2657,13.800
2658,13.900
2659,13.800
2660,13.800
2661,14.200
2662,13.800
2663,13.800
2664,13.900
2665,13.800
2666,13.800
2667,13.800
2668,13.900
2669,13.800
2670,13.800
2671,13.800
2672,13.800
2673,13.900
2674,13.800
2675,13.800
2676,13.800
2677,13.900
2678,13.800
2679,13.800
2680,14.200
2681,15.500
2682,15.500
2683,13.800
2684,13.800
2685,13.900
2686,13.800
2687,13.900
2688,13.800
2689,13.800
2690,13.900
2691,13.800
2692,13.800
2693,13.900
2694,13.800
2695,13.800
2696,13.900
2697,13.900
2698,13.800
2699,13.900
2700,13.900
2701,13.900
2702,13.800
2703,13.800
2704,13.800
2705,13.900
2706,13.800
2707,13.800
2708,13.800
2709,13.900
2710,13.800
2711,13.800
2712,13.800
2713,13.800
2714,13.900
2715,13.800
2716,13.800
2717,13.800
2718,13.800
2719,13.800
2720,13.800
2721,13.800
2722,13.900
2723,13.800
2724,13.800
2725,13.900
2726,13.800
2727,13.800
2728,13.800
2729,13.900
2730,13.800
2731,13.800
2732,13.800
2733,13.900
2734,13.800
2735,13.800
2736,13.800
2737,13.900
2738,13.800
2739,13.800
2740,13.800
2741,13.900
2742,13.800
2743,13.800
2744,13.800
2745,13.800
2746,13.800
2747,13.800
2748,13.900
2749,15.600
2750,13.800
2751,21.800
2752,15.300
2753,14.100
2754,15.500
2755,13.800
2756,13.800
2757,13.800
2758,13.800
2759,13.800
2760,13.800
2761,13.800
2762,13.800
2763,13.800
2764,13.900
2765,13.800
2766,13.900
2767,13.900
2768,13.800
2769,13.800
2770,13.800
2771,13.800
2772,13.800
2773,13.800
2774,13.800
2775,13.800
2776,13.800
2777,13.800
2778,13.800
2779,13.900
2780,13.800
2781,13.800
2782,13.800
2783,13.800
2784,13.800
2785,17.400
2786,13.800
2787,13.800
2788,13.800
2789,31.500
2790,6.100
2791,5.900
2792,5.900
2793,5.900
2794,5.900
2795,5.900
2796,5.900
2797,5.900
2798,5.900
2799,5.800
2800,5.900
2801,5.900
2802,5.900
2803,5.900
2804,5.800
2805,5.900
2806,5.800
2807,5.900
2808,5.900
2809,5.900
2810,5.900
2811,5.900
2812,5.800
2813,5.900
2814,5.900
2815,5.900
2816,5.900
2817,5.900
2818,5.900
2819,5.900
2820,5.900
2821,5.900
2822,6.000
2823,5.900
2824,6.200
2825,5.800
2826,6.200
2827,6.200
2828,5.900
2829,6.100
2830,6.000
2831,6.000
2832,6.000
2833,5.800
2834,5.900
2835,5.900
2836,5.900
2837,5.900
2838,5.900
2839,5.800
2840,5.900
2841,5.800
2842,5.900
2843,5.900
2844,5.900
2845,5.900
2846,5.900
2847,5.900
2848,5.800
2849,5.900
2850,5.900
2851,5.900
2852,5.900
2853,5.900
2854,5.800
2855,5.900
2856,5.900
2857,5.800
2858,5.900
2859,6.000
2860,5.800
2861,5.900
2862,5.900
2863,6.100
2864,5.900
2865,5.900
2866,5.900
2867,5.900
2868,5.900
2869,5.800
2870,5.900
2871,5.900
2872,5.900
2873,5.900
2874,5.900
2875,5.900
2876,5.800
2877,7.800
2878,5.800
2879,5.900
2880,5.900
2881,5.900
2882,5.900
2883,5.800
2884,5.900
2885,5.900
2886,5.900
2887,5.800
2888,5.900
2889,5.900
2890,5.900
2891,5.900
2892,5.900
2893,5.900
2894,6.000
2895,5.900
2896,5.800
2897,5.900
2898,5.900
2899,5.900
2900,5.800
2901,5.900
2902,5.900
2903,5.900
2904,5.900
2905,5.800
2906,5.900
2907,5.900
2908,5.900
2909,5.900
2910,5.900
2911,5.900
2912,5.800
2913,5.900
2914,5.900
2915,5.900
2916,5.900
2917,5.800
2918,5.900
2919,5.800
2920,5.900
2921,5.900
2922,5.900
2923,5.900
2924,5.900
2925,5.800
2926,5.900
2927,5.800
2928,5.900
2929,5.900
2930,5.900
2931,5.900
2932,5.800
2933,5.900
2934,5.900
2935,5.800
2936,6.000
2937,5.800
2938,5.900
2939,5.900
2940,5.900
2941,5.800
2942,5.900
2943,5.900
2944,6.000
2945,5.800
2946,5.900
2947,5.900
2948,5.900
2949,5.800
2950,5.900
2951,5.900
2952,6.200
2953,5.900
2954,6.100
2955,6.100
2956,6.000
2957,6.100
2958,6.000
2959,6.000
2960,6.000
2961,5.800
2962,5.900
2963,5.900
2964,5.900
2965,5.900
2966,5.900
2967,5.800
2968,5.900
2969,5.900
2970,5.800
2971,5.900
2972,5.900
2973,5.900
2974,5.900
2975,5.800
2976,5.900
2977,5.900
2978,5.900
2979,5.900
2980,5.900
2981,5.900
2982,5.800
2983,5.900
2984,5.800
2985,5.900
2986,5.900
2987,5.900
2988,5.900
2989,5.900
2990,5.800
2991,5.900
2992,5.900
2993,5.900
2994,5.900
2995,5.900
2996,5.800
2997,5.900
2998,5.800
2999,5.900
3000,5.900
3001,5.800
3002,5.900
3003,5.900
3004,5.900
3005,7.200
3006,5.900
3007,5.900
3008,5.900
3009,5.900
3010,5.800
3011,5.900
3012,5.900
3013,5.800
3014,5.900
3015,5.900
3016,5.900
3017,5.900
3018,5.800
3019,5.900
3020,5.900
3021,5.900
3022,6.000
3023,5.900
3024,5.900
3025,5.800
3026,5.900
3027,5.800
3028,5.900
3029,5.900
3030,5.900
3031,5.900
3032,5.900
3033,17.900
3034,13.800
3035,13.800
3036,13.800
3037,13.800
3038,13.800
3039,13.800
3040,13.800
3041,13.800
3042,13.800
3043,13.800
3044,13.800
3045,13.900
3046,13.800
3047,13.800
3048,13.800
3049,13.900
3050,13.800
3051,13.800
3052,13.800
3053,13.800
3054,13.900
3055,13.800
3056,13.800
3057,13.800
3058,13.800
3059,13.800
3060,13.800
3061,13.900
3062,13.800
3063,13.800
3064,13.800
3065,13.900
3066,13.800
3067,13.800
3068,13.800
3069,13.800
3070,13.900
3071,13.800
3072,13.900
3073,13.800
3074,13.800
3075,13.800
3076,13.800
3077,13.900
3078,13.900
3079,13.800
3080,14.000
3081,13.800
3082,13.900
3083,13.800
3084,13.900
3085,13.800
3086,13.800
3087,13.800
3088,13.800
3089,13.800
3090,13.800
3091,13.800
3092,13.800
3093,13.800
3094,13.800
3095,13.900
3096,13.800
3097,13.800
3098,13.800
3099,13.900
3100,13.800
3101,13.900
3102,13.800
3103,13.800
3104,13.800
3105,14.200
3106,15.300
3107,15.600
3108,13.900
3109,13.800
3110,13.800
3111,13.800
3112,13.900
3113,13.800
3114,13.800
3115,13.800
3116,13.900
3117,13.800
3118,13.800
3119,13.800
3120,13.800
3121,13.900
3122,13.800
3123,13.800
3124,13.800
3125,13.900
3126,13.800
3127,13.800
3128,13.800
3129,13.800
3130,13.900
3131,13.800
3132,13.900
3133,15.600
3134,14.000
3135,13.800
3136,13.900
3137,13.800
3138,13.800
3139,13.900
3140,13.800
3141,13.800
3142,13.800
3143,13.900
3144,13.900
3145,13.700
3146,13.900
3147,13.900
3148,14.000
3149,14.300
3150,13.800
3151,13.700
3152,13.900
3153,13.800
3154,13.700
3155,13.900
3156,13.900
3157,13.800
3158,13.800
3159,13.800
3160,13.900
3161,13.800
3162,13.800
3163,13.900
3164,13.800
3165,13.900
3166,13.800
3167,13.900
3168,13.800
3169,13.900
3170,13.800
3171,13.900
3172,13.900
3173,13.800
3174,13.800
3175,13.800
3176,13.900
3177,22.700
3178,15.900
3179,14.500
3180,13.800
3181,13.900
3182,13.800
3183,13.800
3184,13.800
3185,13.900
3186,13.800
3187,13.800
3188,13.800
3189,13.900
3190,13.800
3191,13.800
3192,13.800
3193,13.900
3194,13.800
3195,13.800
3196,13.800
3197,13.900
3198,13.900
3199,13.900
3200,13.800
3201,13.900
3202,13.800
3203,13.900
3204,13.800
3205,13.800
3206,14.000
3207,13.800
3208,14.000
3209,13.800
3210,13.900
3211,13.900
3212,13.900
3213,13.800
3214,13.800
3215,39.400
3216,14.000
3217,13.900
3218,13.900
3219,13.800
3220,13.900
3221,13.900
3222,13.800
3223,13.900
3224,13.900
3225,13.800
3226,13.900
3227,13.900
3228,13.900
3229,13.800
3230,13.900
3231,13.900
3232,13.900
3233,13.900
3234,13.900
3235,14.000
3236,13.900
3237,13.800
3238,13.900
3239,13.900
3240,13.900
3241,13.900
3242,13.800
3243,13.900
3244,14.000
3245,13.900
3246,13.800
3247,13.900
3248,13.900
3249,13.900
3250,13.800
3251,13.900
3252,13.900
3253,14.300
3254,13.800
3255,13.900
3256,13.900
3257,13.900
3258,13.800
3259,16.300
3260,13.900
3261,13.800
3262,13.900
3263,13.800
3264,13.800
3265,13.800
3266,13.900
3267,13.700
3268,13.900
3269,13.800
3270,13.900
3271,13.800
3272,13.700
3273,13.800
3274,13.900
3275,13.800
3276,13.900
3277,13.900
3278,13.800
3279,13.800
3280,13.800
3281,13.800
3282,13.800
3283,13.800
3284,13.800
3285,13.800
3286,13.800
3287,13.800
3288,13.800
3289,13.800
3290,13.800
3291,13.800
3292,13.800
3293,13.700
3294,13.800
3295,13.800
3296,13.800
3297,13.900
3298,13.800
3299,13.800
3300,13.800
3301,13.700
3302,13.800
3303,13.800
3304,13.800
3305,13.800
3306,13.800
3307,13.800
3308,13.800
3309,13.900
3310,13.800
3311,13.800
3312,13.800
3313,13.800
3314,13.700
3315,13.800
3316,13.800
3317,13.900
3318,13.800
3319,21.100
3320,13.800
3321,13.800
3322,13.900
3323,13.800
3324,13.900
3325,13.800
3326,13.900
3327,13.800
3328,13.900
3329,13.900
3330,13.800
3331,13.800
3332,13.900
3333,13.800
3334,14.000
3335,13.800
3336,14.000
3337,13.900
3338,13.900
3339,13.800
3340,13.800
3341,13.800
3342,13.800
3343,13.800
3344,13.800
3345,13.800
3346,13.800
3347,13.900
3348,13.800
3349,13.800
3350,13.800
3351,13.900
3352,13.800
3353,13.800
3354,13.900
3355,13.800
3356,13.900
3357,13.800
3358,13.800
3359,13.800
3360,13.800
3361,13.800
3362,13.900
3363,13.800
3364,13.800
3365,13.900
3366,13.800
3367,13.900
3368,13.900
3369,13.700
3370,13.900
3371,13.900
3372,13.800
3373,13.800
3374,13.800
3375,13.900
3376,13.800
3377,13.800
3378,13.800
3379,13.900
3380,13.800
3381,13.800
3382,13.800
3383,13.900
3384,13.800
3385,13.900
3386,13.800
3387,19.700
3388,14.000
3389,13.800
3390,13.900
3391,13.900
3392,13.900
3393,13.900
3394,13.800
3395,13.900
3396,13.800
3397,13.900
3398,13.900
3399,13.800
3400,13.800
3401,13.900
3402,13.900
3403,13.900
3404,13.900
3405,13.900
3406,13.900
3407,13.800
3408,13.900
3409,13.900
3410,13.800
3411,13.900
3412,13.900
3413,13.900
3414,13.900
3415,13.900
3416,13.800
3417,13.900
3418,13.900
3419,13.900
3420,13.800
3421,13.800
3422,13.900
3423,13.900
3424,13.900
3425,13.800
3426,13.900
3427,13.800
3428,13.900
3429,13.800
3430,13.900
3431,13.900
3432,13.800
3433,13.900
3434,13.900
3435,13.900
3436,13.800
3437,13.900
3438,13.800
3439,13.900
3440,13.800
3441,13.900
3442,13.900
3443,13.900
3444,13.900
3445,13.900
3446,13.900
3447,13.900
3448,13.900
3449,13.800
3450,13.900
3451,13.900
3452,13.900
3453,13.900
3454,13.900
3455,13.900
3456,13.900
3457,13.800
3458,13.900
3459,13.900
3460,13.900
3461,13.800
3462,21.200
3463,14.400
3464,13.800
3465,13.900
3466,13.800
3467,13.800
3468,23.900
3469,13.800
3470,13.800
3471,13.800
3472,13.800
3473,13.800
3474,13.800
3475,13.800
3476,13.800
3477,13.800
3478,13.800
3479,13.800
3480,13.800
3481,13.800
3482,13.800
3483,13.800
3484,13.800
3485,13.700
3486,13.800
3487,13.800
3488,13.800
3489,13.800
3490,13.800
3491,13.800
3492,13.800
3493,13.800
3494,13.800
3495,13.800
3496,13.800
3497,13.800
3498,13.800
3499,13.800
3500,16.600
3501,5.900
3502,5.900
3503,5.900
3504,5.900
3505,5.900
3506,5.900
3507,5.800
3508,5.900
3509,5.900
3510,5.900
3511,5.900
3512,5.800
3513,5.900
3514,5.900
3515,7.500
3516,5.900
3517,5.800
3518,6.000
3519,5.900
3520,5.800
3521,5.900
3522,5.900
3523,5.800
3524,5.900
3525,5.900
3526,5.900
3527,5.900
3528,5.800
3529,5.900
3530,5.900
3531,5.900
3532,6.000
3533,6.000
3534,5.800
3535,5.900
3536,5.900
3537,5.800
3538,5.900
3539,6.000
3540,5.800
3541,5.900
3542,5.800
3543,5.900
3544,5.800
3545,5.900
3546,5.900
3547,5.800
3548,5.900
3549,5.900
3550,5.800
3551,5.900
3552,5.800
3553,5.900
3554,5.900
3555,5.900
3556,5.900
3557,5.800
3558,5.900
3559,5.800
3560,5.900
3561,6.900
3562,5.800
3563,5.900
3564,5.800
3565,5.900
3566,5.900
3567,5.800
3568,5.900
3569,5.900
3570,5.800
3571,5.900
3572,5.800
3573,5.900
3574,5.900
3575,5.900
3576,5.800
3577,5.900
3578,5.800
3579,5.800
3580,5.900
3581,5.800
3582,5.900
3583,5.900
3584,5.800
3585,5.900
3586,5.800
3587,5.900
3588,5.800
3589,5.900
3590,6.200
3591,5.900
3592,6.100
3593,6.200
3594,6.000
3595,6.000
3596,5.900
3597,6.100
3598,5.900
3599,5.900
3600,5.800
3601,5.800
3602,5.900
3603,5.900
3604,5.900
3605,5.800
3606,5.800
3607,5.900
3608,5.800
3609,5.900
3610,5.900
3611,5.900
3612,5.800
3613,5.900
3614,5.800
3615,5.800
3616,5.900
3617,5.900
3618,5.800
3619,5.900
3620,5.900
3621,5.800
3622,5.900
3623,5.800
3624,5.900
3625,5.900
3626,5.800
3627,5.900
3628,5.800
3629,5.900
3630,5.800
3631,5.900
3632,5.900
3633,5.800
3634,6.000
3635,5.800
3636,5.900
3637,5.900
3638,5.800
3639,5.900
3640,5.900
3641,5.900
3642,5.900
3643,25.100
3644,5.900
3645,5.900
3646,5.900
3647,5.900
3648,5.800
3649,5.900
3650,5.900
3651,6.000
3652,5.900
3653,6.000
3654,5.800
3655,6.000
3656,5.900
3657,5.900
3658,6.000
3659,6.000
3660,5.900
3661,5.900
3662,5.900
3663,5.900
3664,5.900
3665,5.900
3666,5.900
3667,5.900
3668,5.900
3669,5.900
3670,5.800
3671,6.000
3672,5.900
3673,5.900
3674,5.900
3675,5.900
3676,5.900
3677,5.900
3678,5.900
3679,5.900
3680,5.900
3681,6.000
3682,5.800
3683,5.900
3684,5.900
3685,5.900
3686,5.900
3687,5.900
3688,5.900
3689,5.900
3690,5.900
3691,5.900
3692,5.900
3693,5.900
3694,5.900
3695,5.900
3696,5.900
3697,5.800
3698,5.900
3699,6.000
3700,5.900
3701,5.900
3702,5.900
3703,5.900
3704,5.900
3705,5.900
3706,5.900
3707,5.900
3708,5.900
3709,5.900
3710,5.900
3711,5.900
3712,5.900
3713,5.900
3714,5.900
3715,5.900
3716,6.200
3717,5.900
3718,6.100
3719,6.100
3720,6.000
3721,6.000
3722,6.000
3723,6.100
3724,5.900
3725,5.900
3726,5.900
3727,5.900
3728,5.900
3729,6.000
3730,5.900
3731,6.000
3732,5.900
3733,160.000
3734,22.100
3735,14.000
3736,13.900
3737,13.900
3738,13.900
3739,14.000
3740,13.900
3741,13.900
3742,14.000
3743,13.900
3744,13.900
3745,13.900
3746,13.900
3747,14.000
3748,13.900
3749,13.900
3750,13.800
3751,191.300
3752,15.900
3753,14.000
3754,13.800
3755,13.900
3756,13.800
3757,13.800
3758,13.800
3759,13.900
3760,13.800
3761,13.800
3762,13.900
3763,13.800
3764,13.800
3765,13.800
3766,13.800
3767,13.900
3768,13.800
3769,127.400
3770,15.300
3771,13.900
3772,13.900
3773,13.800
3774,13.800
3775,14.200
3776,15.400
3777,15.500
3778,13.900
3779,13.900
3780,13.800
3781,13.800
3782,13.800
3783,13.800
3784,13.900
3785,13.800
3786,13.900
3787,14.000
3788,13.800
3789,13.800
3790,13.800
3791,13.800
3792,13.800
3793,13.800
3794,13.800
3795,13.900
3796,13.800
3797,14.200
3798,13.800
3799,13.800
3800,13.900
3801,13.800
3802,153.300
3803,110.100
3804,34.500
3805,31.200
3806,31.100
3807,62.300
3808,31.500
3809,31.000
3810,31.000
3811,31.100
3812,31.200
3813,31.200
3814,31.000
3815,31.100
3816,31.200
3817,31.100
3818,31.100
3819,31.000
3820,31.200
3821,47.700
3822,31.300
3823,31.000
3824,31.200
3825,31.100
3826,31.100
3827,31.100
3828,31.000
3829,31.200
3830,31.200
3831,31.000
3832,58.700
3833,13.500
3834,13.200
3835,13.200
3836,13.300
3837,13.300
3838,13.200
3839,41.500
3840,14.100
3841,15.500
3842,15.400
3843,13.900
3844,14.000
3845,13.900
3846,13.900
3847,13.900
3848,13.900
3849,20.900
3850,14.000
3851,13.900
3852,13.800
3853,13.900
3854,13.800
3855,14.100
3856,13.900
3857,13.800
3858,13.900
3859,13.900
3860,13.800
3861,14.300
3862,13.800
3863,13.800
3864,13.900
3865,13.800
3866,13.900
3867,13.800
3868,13.900
3869,13.800
3870,13.800
3871,13.800
3872,13.900
3873,13.800
3874,13.900
3875,13.800
3876,13.800
3877,13.900
3878,13.900
3879,13.900
3880,13.800
3881,13.800
3882,13.900
3883,13.800
3884,13.900
3885,29.000
3886,21.300
3887,14.000
3888,13.800
3889,13.900
3890,13.800
3891,13.900
3892,13.800
3893,13.900
3894,13.800
3895,13.900
3896,13.800
3897,28.600
3898,14.000
3899,13.900
3900,13.800
3901,13.800
3902,13.800
3903,13.900
3904,13.800
3905,13.800
3906,13.900
3907,13.800
3908,13.900
3909,14.100
3910,13.800
3911,13.800
3912,14.000
3913,13.800
3914,13.900
3915,14.000
3916,13.800
3917,13.800
3918,13.900
3919,13.800
3920,13.800
3921,83.700
3922,22.000
3923,14.600
3924,13.900
3925,33.500
3926,14.700
3927,15.800
3928,14.900
3929,13.800
3930,13.900
3931,13.900
3932,13.800
3933,13.900
3934,13.800
3935,13.900
3936,13.800
3937,13.800
3938,13.900
3939,13.900
3940,13.800
3941,13.800
3942,13.900
3943,13.900
3944,13.800
3945,13.900
3946,13.800
3947,13.900
3948,13.900
3949,13.800
3950,13.800
3951,13.900
3952,13.900
3953,14.200
3954,13.800
3955,13.900
3956,13.900
3957,14.100
3958,13.800
3959,13.900
3960,13.900
3961,13.900
3962,13.800
3963,13.800
3964,13.900
3965,13.900
3966,13.800
3967,13.900
3968,13.900
3969,13.900
3970,13.800
3971,13.900
3972,14.000
3973,54.200
3974,16.700
3975,14.000
3976,13.800
3977,13.800
3978,13.800
3979,13.800
3980,13.800
3981,13.800
3982,13.800
3983,13.800
3984,13.800
3985,13.800
3986,13.800
3987,13.800
3988,13.800
3989,13.800
3990,13.800
3991,13.800
3992,36.200
3993,17.600
3994,15.600
3995,13.800
3996,13.900
3997,13.800
3998,13.800
3999,13.900
4000,58.500
4001,15.500
4002,14.000
4003,13.800
4004,13.800
4005,13.900
4006,13.900
4007,13.800
4008,13.800
4009,13.900
4010,13.800
4011,13.900
4012,13.900
4013,13.800
4014,13.900
4015,13.800
4016,13.800
4017,13.800
4018,13.900
4019,13.800
4020,13.900
4021,13.800
4022,13.900
4023,13.800
4024,13.800
4025,36.500
4026,6.000
4027,5.900
4028,6.000
4029,5.900
4030,5.900
4031,5.900
4032,5.900
4033,5.900
4034,5.800
4035,6.000
4036,5.900
4037,5.900
4038,5.900
4039,5.800
4040,6.000
4041,5.900
4042,6.000
4043,5.900
4044,5.900
4045,5.900
4046,5.900
4047,5.800
4048,5.900
4049,6.000
4050,5.900
4051,5.800
4052,5.900
4053,5.900
4054,5.900
4055,5.800
4056,6.000
4057,5.900
4058,5.900
4059,5.900
4060,5.900
4061,5.800
4062,5.900
4063,5.900
4064,5.900
4065,5.900
4066,5.800
4067,5.900
4068,5.800
4069,5.900
4070,5.900
4071,5.900
4072,5.800
4073,5.900
4074,5.800
4075,5.900
4076,5.800
4077,5.900
4078,5.900
4079,5.900
4080,5.900
4081,5.800
4082,5.900
4083,5.800
4084,5.900
4085,5.900
4086,5.900
4087,5.800
4088,5.900
4089,5.900
4090,5.800
4091,5.900
4092,5.900
4093,5.900
4094,5.800
4095,5.900
4096,5.900
4097,5.800
4098,5.900
4099,5.900
4100,6.100
4101,5.900
4102,6.100
4103,67.500
4104,19.400
4105,14.000
4106,13.800
4107,13.900
4108,13.800
4109,13.900
4110,13.900
4111,13.900
4112,13.800
4113,13.900
4114,14.000
4115,13.900
4116,13.800
4117,41.600
4118,14.500
4119,14.100
4120,13.800
4121,13.900
4122,13.800
4123,13.900
4124,13.800
4125,13.900
4126,13.900
4127,13.800
4128,13.800
