sample_idx,latency_us
1247,5.900
1248,5.800
1249,5.900
1250,5.900
1251,6.200
1252,5.800
1253,5.900
1254,7.200
1255,6.200
1256,6.800
1257,6.600
1258,5.900
1259,5.800
1260,5.900
1261,20.400
1262,13.900
1263,13.800
1264,13.800
1265,13.900
1266,13.800
1267,13.800
1268,13.900
1269,13.800
1270,13.900
1271,13.800
1272,13.800
1273,13.900
1274,13.800
1275,13.800
1276,13.900
1277,13.800
1278,13.900
1279,13.800
1280,13.800
1281,13.800
1282,13.800
1283,13.900
1284,13.800
1285,13.800
1286,13.900
1287,13.800
1288,13.900
1289,13.800
1290,13.900
1291,13.800
1292,13.800
1293,13.800
1294,14.000
1295,13.900
1296,13.900
1297,13.900
1298,13.700
1299,13.900
1300,13.800
1301,44.600
1302,14.500
1303,844.500
1304,23.200
1305,16.600
1306,14.000
1307,13.900
1308,13.800
1309,13.800
1310,13.800
1311,13.800
1312,13.800
1313,13.800
1314,13.900
1315,13.800
1316,13.900
1317,13.800
1318,13.800
1319,13.900
1320,13.800
1321,13.800
1322,13.800
1323,13.800
1324,13.900
1325,14.100
1326,13.800
1327,13.900
1328,13.900
1329,13.800
1330,13.800
1331,13.800
1332,13.900
1333,13.800
1334,13.800
1335,13.800
1336,13.800
1337,13.900
1338,13.800
1339,13.800
1340,13.800
1341,35.200
1342,14.100
1343,13.900
1344,13.800
1345,13.800
1346,13.800
1347,33.300
1348,14.200
1349,13.800
1350,13.800
1351,13.900
1352,13.800
1353,13.800
1354,13.900
1355,13.800
1356,28.100
1357,14.000
1358,13.900
1359,13.800
1360,13.800
1361,13.800
1362,13.900
1363,39.300
1364,14.000
1365,13.900
1366,13.800
1367,13.800
1368,21.800
1369,14.100
1370,13.900
1371,13.800
1372,14.000
1373,22.100
1374,21.900
1375,13.900
1376,13.800
1377,13.800
1378,21.700
1379,14.000
1380,21.300
1381,13.800
1382,13.800
1383,13.800
1384,13.900
1385,13.800
1386,13.800
1387,13.800
1388,13.900
1389,13.800
1390,13.800
1391,13.800
1392,13.900
1393,13.800
1394,13.800
1395,13.900
1396,13.800
1397,13.800
1398,13.900
1399,13.800
1400,13.800
1401,14.200
1402,187.400
1403,21.100
1404,14.100
1405,14.100
1406,13.900
1407,13.800
1408,13.900
1409,13.900
1410,13.900
1411,13.800
1412,14.000
1413,13.800
1414,13.900
1415,13.900
1416,13.900
1417,13.900
1418,13.900
1419,13.800
1420,14.100
1421,13.900
1422,13.900
1423,13.900
1424,13.900
1425,14.000
1426,13.900
1427,13.800
1428,13.900
1429,14.000
1430,13.900
